uuid,name,category_groups_list
617826b9-058f-d135-8836-884483f3b299,Funerals,"Community and Lifestyle,Health Care"
405bbe19-f48e-ca4e-0725-0ccce036fb37,Mineral,Natural Resources
14440d99-99ad-b3ee-6024-052c070a2a78,Local Business,Sales and Marketing
c2a64787-d2ee-21b6-6795-b411924f779c,Hotel,Travel and Tourism
9a786ae3-ba9d-7d07-3165-2d4e3c91a124,Electronic Health Record (EHR),Health Care
350734b8-4d94-abc8-27e3-ca2382737105,Peer to Peer,Other
3081ce4e-c6f2-b335-5b5a-3b39607035a3,Fuel,Energy
16ad1d6c-c7ee-b6b5-701d-32c79a19dfae,Biopharma,"Biotechnology,Health Care,Science and Engineering"
07b9d58b-7673-8bf4-3e5d-ea1f2bacd142,Taxi Service,Transportation
f71aa2bf-aa05-70ca-9c46-495ef4e4f06c,Battery,Energy
f2120218-4c0a-a9e4-7d3a-4d1c8afeb155,DRM,"Content and Publishing,Media and Entertainment,Privacy and Security"
e95caf6b-205f-3839-f3c2-6bb796012cd7,Pollution Control,Sustainability
dd51c0d1-b953-89b6-4006-156640e8409f,Internet Radio,"Media and Entertainment,Music and Audio"
7efa3b6d-0ad3-3b0c-153c-94e566e5adfd,Call Center,Administrative Services
3a2e9f35-7845-a881-01d3-2852a3c6a2f9,Precious Metals,Natural Resources
f7df428d-eb21-4d99-60d5-3cb8ed258b9e,Gift Registry,Commerce and Shopping
9bff86a3-0dc8-1420-9a63-3b86f51d2f36,Digital Marketing,Sales and Marketing
70b41afa-2761-ea9e-86c4-0dfa312bedf1,Sales,Sales and Marketing
32777797-2760-0d5f-be94-e6260845925b,SEM,"Advertising,Internet Services,Sales and Marketing"
2dc3618d-0d9f-9280-8a8f-58eca90d6198,Generation Y,Other
b3b08a44-9f89-9e68-6f4a-04365b8636e0,Commercial,Other
593534eb-7096-7307-deae-0206fa508e13,Staffing Agency,Administrative Services
4e20225b-89bf-f189-d197-d7b96ed0c245,Secondary Education,Education
3278dd73-9e17-26cd-11ef-1d5b99a6cea4,Pet,Community and Lifestyle
2df4b821-5cd5-41f7-5a0e-6fc0feab2664,Service Industry,Other
008acc9a-35f8-f250-776c-1cb1a2961b59,Flash Sale,Commerce and Shopping
42bf7b8c-7f0f-3581-f6d0-ed135afd8278,Online Games,Gaming
c8f25333-db94-e96e-5a93-ac4912be67a1,Building Maintenance,Real Estate
d207fa81-f60f-f966-5564-92c133564737,Extermination Service,Administrative Services
c051be69-51ed-d3ac-44ba-67dc5d9a4b3f,Facilities Support Services,Administrative Services
1ab07b3d-0798-14f5-0119-59cbc3408f8e,Document Preparation,Administrative Services
13a601f0-2ad6-7339-9fc9-29063b20dfb7,Collection Agency,Administrative Services
c5f45ca6-4a1b-ddf7-ab5d-b4a9f83f831e,Housekeeping Service,Administrative Services
9c5dc6d5-70fc-b0b1-106c-42d0326e8a37,Forestry,Agriculture and Farming
889f41bc-32c4-033d-fcda-3b34ea30a42e,Office Administration,Administrative Services
5ecb5545-454b-9dca-6eb3-1ea48692c3c4,Horticulture,Agriculture and Farming
5330335e-33c9-5613-67d8-cac000930acf,Equestrian,Agriculture and Farming
1c85a4fd-329d-7326-1617-50d98f72a6d1,Trade Shows,Administrative Services
08d7bc9a-de67-b81c-076e-bc59f496ac67,Credit Bureau,Financial Services
fdce94bf-c29d-00bd-2925-9c07fa487243,Home Health Care,Health Care
ebc74b68-1367-8a99-e551-c182d4457e87,Packaging Services,Administrative Services
d9ee2821-9f88-c0cf-e775-a34db739e9ec,Bakery,Food and Beverage
ab4e56e5-a439-3a99-9a2a-90af9b88326c,Shopping Mall,Commerce and Shopping
6f70fb36-d6a3-18d2-f09d-ccdd6bbf91e0,Industrial Manufacturing,Manufacturing
4acdae6a-217f-be4d-5f3d-6955756b92d5,Winery,Food and Beverage
04b9b565-9930-dbad-d021-c3ebdc28caa9,Foundries,Manufacturing
cdb5753f-53c4-c62c-2afd-1e8d9c58cbf3,Machinery Manufacturing,Manufacturing
c1179afb-3718-48f5-991f-c001aa32eb18,Laundry and Dry-cleaning,Clothing and Apparel
ba32af71-dbca-ceba-814e-5a3947c4ea31,Hydroponics,Agriculture and Farming
b5cdd7ca-83f5-f44a-ee85-955a43b74d0a,Confectionery,Food and Beverage
688d1db0-0708-637a-3973-b1ca96ae2b9c,Paper Manufacturing,Manufacturing
3d5fed86-1931-8979-980c-ccd11c500964,Timber,Natural Resources
2a554cd3-018e-9350-a7e3-4e7d4c76be38,Amusement Park and Arcade,Travel and Tourism
142332cc-29bc-a56c-3498-89a6c1a04ad3,Ports and Harbors,Transportation
cda62d12-823c-4d74-ec6c-6ac78d705ea0,Tour Operator,Travel and Tourism
b933df30-5110-493f-88f4-120979a1c00b,Social Assistance,Government and Military
a640c3d9-c6e7-c184-e04a-e87f76092f50,Casino,Travel and Tourism
8e46de21-5561-0114-eacc-cae29ea61767,Recipes,Food and Beverage
5e259e7c-a263-836e-0c92-70bc5219d6cf,Recreational Vehicles,Transportation
387a8f76-15f6-04db-3cbb-4e3f85a194f2,Travel Agency,Travel and Tourism
301b97f0-6284-b2f2-6457-848b4e10828d,Seafood,Food and Beverage
1101e2fd-fb06-08a8-9567-97652bbbe2cf,Wired Telecommunications,Messaging and Telecommunications
e4f60985-e604-9faa-3226-2df779f0d198,Catering,Food and Beverage
dac5cf7f-174b-40c5-9895-5189aadb463d,Outpatient Care,Health Care
d7655f5e-d618-4fbb-94a3-8a13cc374ff8,Museums and Historical Sites,Travel and Tourism
6ea20ef4-dd12-8a46-3565-22dab9c8a7d4,Snack Food,Food and Beverage
3343a371-2b37-8490-7f75-9b6545d445c4,Distillery,Food and Beverage
20f6eb6e-e7d4-b0b0-baea-4285d83c1a47,Contests,Gaming
1680f5c4-9050-f7bf-0a37-4b929f68bd75,Food Trucks,Food and Beverage
13c69ae7-c5ec-69b4-a48c-f19ab1071b21,Nursing and Residential Care,Health Care
d1fa0ffc-a463-d8d8-2f7f-55ed33772c09,Plastics and Rubber Manufacturing,Manufacturing
ac262c26-a817-48f7-1e93-3b2530a5e51d,Freight Service,Transportation
897af483-8963-a2ab-16ff-2b3489106f0e,Autonomous Vehicles,Transportation
88eb1c13-adf5-8728-df29-0590a0ce0ab8,Travel Accommodations,Travel and Tourism
7a6d8aad-7b87-534a-7f5d-c1766c2cd33f,Management Consulting,Professional Services
29aa8efa-db2e-0196-2249-b4cdf553b519,Environmental Consulting,Professional Services
176f72b5-3733-b98e-7ccb-db49dc29ed4a,Wood Processing,Manufacturing
d1851d7c-8df1-a9ac-96cb-906b662a7ac7,Warehousing,Transportation
bf348036-5cb2-4d95-ec91-9ac7d1a27f94,Janitorial Service,Real Estate
b0e95e5d-857e-d561-7c34-133445cff0f0,Parks,Travel and Tourism
758d848a-708f-1c66-8388-9eb6af660417,Delivery Service,Transportation
61e3a9dd-a7b8-0791-be72-42b72890fc01,Marine Transportation,Transportation
38029a58-e0d2-1249-883f-7c8da9db32b7,Consumer Goods,Consumer Goods
4ce2baa5-af58-d411-d635-5144a876881d,Mining,Natural Resources
48d51286-b254-c626-b5cd-2357ef5bf2bc,Presentation Software,Software
b9c920c1-97ef-c9d2-e300-522f5e1cdaf2,GovTech,"Government and Military,Information Technology"
0bb56d77-4cd5-9ed3-0791-04897d35cd9c,Desktop Apps,Other
8eb1f507-dc73-15d6-cd18-36f20a0e7318,CivicTech,"Government and Military,Information Technology"
75e2efe6-f901-2137-da85-cd4f5627295c,Military,"Government and Military,Information Technology"
7e92ba55-5c1b-ffd2-2d43-ae54965f86f7,Association,Other
e33cac20-55b4-a943-e64a-7fc37a3d2ca3,InsurTech,Financial Services
1f8c929b-3b58-327d-c417-256ea3ff98f8,Funding Platform,"Financial Services,Lending and Investments"
1fea6201-3b7c-4c91-96ec-543f5eded46a,Blockchain,Other
3e049219-1bcf-4aac-91de-778b9d329eec,Ethereum,Other
68413bd1-e42d-4cf1-815b-62e64a6b922a,Quantum Computing,Science and Engineering
3e0e2772-75e9-4f7b-aa6d-a8dc3dc9e7c6,Marine Technology,Science and Engineering
ce11fd97-65a0-4f8c-b385-2ca48f444479,Smart Cities,Real Estate
b561fa84-cb20-4a82-a6bc-fea613d74cdd,Last Mile Transportation,Transportation
3fb898d3-4b96-418e-a58e-eaff8295e182,Legal Tech,Professional Services
